49,13149
53,11961
1,10476
89,12582
247,13329
9,11673
2,10737
92,12087
47,12231
21,11241
132,11475
3,10737
9,10728
1,10431
88,11367
43,10764
3,10953
47,11736
83,13527
86,12807
8,11025
7,10431
5,10935
54,11853
18,11349
14,10548
46,11232
51,11961
12,10836
22,11664
2,10818
10,10647
1,10836
150,14535
14,12024
5,10818
113,12654
2,10836
9,10818
86,12879
51,12960
72,12717
167,13464
6,10773
4,10800
8,11052
91,11898
290,15111
65,11241
45,12060
51,12276
1,10737
133,12069
17,11385
16,11601
7,10944
126,12060
53,11781
9,10737
3,10818
85,11700
10,10710
7,10827
26,10953
10,11340
2,10431
9,10899
4,10818
9,10557
44,11448
70,11070
130,14301
34,11745
13,11718
29,11232
11,10746
2,11448
1,10836
87,13995
86,12861
146,12411
2,11187
6,10476
165,14643
129,14373
2,10818
10,10953
40,11295
3,10818
42,12150
114,13059
12,11619
3,10476
44,11952
3,10422
96,12672
124,12843
9,10953
69,12321
7,10953
13,11628
3,10746
51,10926
5,10737
130,14607
80,12303
17,12510
13,11331
4,10818
9,11178
7,10737
42,11529
15,11160
8,10818
118,12429
45,12402
86,12573
112,12834
49,11619
6,10818
31,11655
42,11565
120,13185
169,11907
43,11115
42,12123
10,10953
208,12618
6,10476
24,11529
8,10863
40,11502
17,10485
43,12168
8,10953
6,10836
45,11745
2,10818
215,13167
89,13014
7,10773
24,11475
1,10476
191,13770
263,14922
88,12537
4,10818
5,10431
46,11970
14,11745
53,12348
9,11115
28,11493
48,12780
73,12132
48,12132
41,12114
4,11376
170,12690
8,11304
89,12501
412,15570
3,10818
48,13284
4,10818
2,10476
75,11844
13,10953
14,11142
18,10854
6,10836
206,15498
6,10773
1,10476
7,11403
126,14436
11,11547
37,11880
83,12285
45,11565
89,11979
43,11709
31,11610
3,10818
87,12807
42,11196
2,10836
8,10881
9,10827
3,10728
17,10926
46,12114
50,11754
18,11781
20,11709
10,11439
64,12438
16,11025
3,11547
3,11403
6,10431
87,12357
42,11511
208,13131
15,10998
21,11034
4,10944
8,10944
95,12852
6,10953
53,11943
8,11502
73,12816
177,14229
18,11628
15,11970
17,12429
60,12843
2,10728
48,12159
42,11817
178,13500
47,11988
5,11070
8,11970
5,10737
35,11358
88,12978
8,10926
92,13338
199,14526
61,11844
44,12258
131,12015
87,12636
5,10710
54,10962
50,12519
49,10854
13,11475
95,11844
47,11133
1,10728
89,13563
297,16227
3,10818
84,12510
16,11250
47,10872
96,12267
2,10728
9,10431
1,10737
4,10953
25,11439
83,12708
83,12159
43,11043
11,10836
71,12645
18,11727
82,11925
44,11763
44,12303
39,12321
42,11736
41,12087
288,15867
15,11844
131,13608
35,12231
5,10548
10,10818
9,11592
42,12033
2,10728
65,12843
8,10746
2,10962
1,10737
130,12348
13,10431
18,11727
47,13545
6,10818
4,10953
1,10953
15,12051
4,10737
43,10836
51,12096
80,12465
20,11529
89,12357
51,12069
2,10431
42,12276
124,12375
25,11835
10,10728
7,10737
4,10422
47,12114
10,11466
1,10953
26,11628
39,13068
86,11646
92,11763
25,11520
53,11304
3,10953
1,10836
92,11979
46,11691
14,10944
41,10926
132,12762
43,11457
50,12024
15,11673
9,10953
3,10323
65,11682
2,10431
53,11700
10,10323
50,12114
5,10737
34,12528
4,11169
66,12726
10,11529
107,13896
20,11745
6,10431
42,11988
19,11691
181,13410
5,10476
45,12591
42,12132
25,11169
55,13176
1,10953
1,10953
128,13113
37,12321
40,11097
5,11106
132,14634
2,10476
42,11151
24,11610
69,12834
19,11610
2,10836
115,12348
11,10476
17,11448
5,10710
87,11745
13,10746
2,10800
46,12087
40,11988
13,10971
13,11907
10,10521
12,11592
6,10737
57,11574
1,10431
42,12150
43,11862
4,10431
164,14202
254,15597
44,12285
6,10692
42,11610
10,10548
1,10476
10,10674
43,12762
49,12132
14,10773
5,11538
29,11430
85,12123
14,12177
83,13347
45,12348
50,11898
44,12051
37,11520
3,10836
3,10836
55,11961
214,12744
7,11277
12,10809
48,12501
32,12105
16,10836
18,11547
2,10737
4,10476
3,10728
187,14346
1,10728
26,11727
45,12087
1,10728
48,11223
2,10818
21,11844
39,11502
9,11709
102,12357
167,12816
13,11439
4,10431
88,12402
47,12123
91,12465
44,12609
253,14454
4,10431
6,10710
45,11016
11,10431
171,13941
42,11016
11,10746
21,11583
26,11817
42,12474
1,10728
163,13815
23,11097
2,10665
1,10953
24,10575
8,10548
1,10737
16,10737
48,12708
47,11799
174,13401
46,12267
51,12771
288,15822
46,12510
35,10593
53,11547
3,10836
7,10476
13,10809
43,11682
5,10836
4,10710
5,10818
2,10728
157,12528
15,10638
3,10953
85,12663
1,10728
29,11259
2,10431
84,12159
1,10476
126,12069
300,15462
44,11718
8,10818
172,14949
167,14904
1,10476
86,11331
86,13833
2,10476
14,11088
51,12096
153,13014
212,13950
11,11070
4,10818
2,10953
159,14508
10,10728
43,11979
212,13626
1,10431
4,11412
10,10773
131,12087
53,12087
89,11934
7,10728
3,10953
46,12276
