83,8496
2,6660
23,6642
69,8289
2,6345
1,6507
3,6624
2,6534
3,6273
5,6489
1,6588
9,6588
1,6201
2,6615
6,6597
7,5859
2,6534
1,6462
2,6552
2,6669
3,6561
130,8964
1,6669
1,6507
2,6390
4,6489
3,6489
1,6381
39,7560
3,6543
1,6489
3,6498
2,6453
3,6615
3,6534
42,7749
6,6453
7,6768
2,6453
1,6624
3,6498
2,6651
8,6939
10,6840
4,6462
1,5931
4,6381
2,5859
1,6588
1,6201
4,6984
48,6273
4,5859
43,6813
165,8586
2,6651
5,6471
3,6561
260,8559
2,6309
5,6804
1,6309
1,6669
15,7083
1,6462
4,6561
10,6840
3,6309
2,5931
1,5931
8,6615
229,10134
1,6453
1,5859
11,5931
2,6345
2,6687
86,6624
6,6759
5,6201
5,6651
1,6462
85,7137
10,6453
10,6138
9,7092
1,6669
1,6201
2,6525
44,6534
6,6651
290,9477
2,6624
26,7479
48,6885
1,6687
11,6840
2,6498
130,8703
1,6201
1,6561
2,5859
1,6534
2,6462
5,6345
100,9144
1,6498
43,6840
3,6534
12,6723
1,6201
1,6462
1,6498
2,6489
84,6921
3,6705
2,6273
4,6543
1,6201
86,7119
45,7299
100,7515
3,6624
13,6867
1,6390
1,6453
1,6273
5,6669
3,5859
131,8271
125,7704
1,6381
4,6723
2,6498
10,6732
3,6462
1,6498
126,8496
3,5859
2,6534
4,6912
5,6912
1,6498
6,6570
1,6381
5,7020
45,6822
45,7254
1,6462
1,6561
3,6732
1,6381
7,5931
22,6768
50,6930
46,6201
2,6588
6,6390
44,6696
48,6642
8,6453
1,6687
6,6669
5,6498
1,6561
3,5931
4,6687
3,6615
3,6273
5,6507
3,6462
1,6354
4,6831
3,6696
4,6273
1,6498
9,6804
1,6687
3,6453
1,6273
1,6687
35,6642
9,6453
2,6354
13,6363
136,8397
2,6390
17,7524
352,9882
8,6588
5,6561
11,6930
3,6831
4,6912
5,6561
9,6732
7,6660
5,6822
4,6354
1,5931
2,6534
48,7551
6,7182
1,5994
3,6615
2,6624
5,6183
1,6201
3,6462
3,6615
1,6597
5,6651
1,6651
1,6345
1,6624
84,7434
3,6624
2,6669
218,9558
2,6453
10,6399
3,6786
198,9495
217,8883
10,6696
1,6615
5,6408
1,6345
8,6831
22,6408
84,7605
5,6705
1,6588
2,6498
88,6651
3,6552
4,6552
119,7929
6,6426
2,6534
10,6273
1,6498
411,11034
1,6381
5,6615
7,7065
1,6588
1,6309
3,6768
127,8721
7,6417
3,6651
3,6615
42,6327
5,6831
1,6561
46,6813
1,6588
208,10863
2,6498
5,6552
4,6309
2,6561
2,6624
169,7614
5,5931
1,5859
9,6390
1,6669
2,5994
5,6624
2,6453
1,6507
3,5994
88,7533
5,5859
4,7002
1,6552
3,6705
7,6687
92,7479
3,5859
44,7371
4,5859
4,6489
8,6759
2,6489
4,6786
7,6660
4,6453
1,6390
2,5859
79,7128
1,6273
124,6966
1,6624
226,8415
62,7209
2,6462
3,6309
2,6705
4,6651
7,6507
7,6939
1,6390
2,6561
6,6696
10,6669
1,5931
1,6309
2,6309
4,6390
4,5994
2,6453
13,7146
44,6867
1,6651
124,9333
2,5994
1,6615
86,7569
2,6651
1,6390
1,6462
2,6588
7,6750
1,6354
3,6588
3,6561
4,6372
3,6309
2,6669
9,6552
2,6615
48,7650
1,6597
1,6561
9,7002
1,6624
5,6417
2,6948
46,6597
4,6381
4,6750
47,7740
5,6624
1,6462
10,6579
45,7236
50,7515
10,6507
4,6660
3,6273
6,6552
6,6642
2,6309
2,6507
5,6462
3,6552
1,6615
2,6687
5,7029
1,6588
4,6489
7,6831
1,6705
2,6381
2,6309
3,6498
92,8055
47,7893
1,5994
4,6678
1,6615
10,6831
2,5859
8,6192
1,6507
20,6993
3,6741
2,5994
9,6498
1,6687
1,6552
2,6624
49,7137
87,6750
4,6948
1,5994
3,5994
171,8856
1,6498
176,8784
1,6705
2,6687
2,6588
4,6570
3,6714
45,8541
5,6273
2,6273
9,6687
2,6345
1,6615
7,6480
2,6615
3,6345
2,6615
1,6462
5,6507
6,6534
2,6345
5,6696
3,5994
1,6354
2,6462
1,6561
2,6615
87,7848
13,6714
3,6345
15,6714
4,6435
9,6651
1,6552
2,6462
2,6498
4,6615
5,6534
43,7533
1,6462
14,6984
6,6534
1,6354
4,6705
7,6840
51,7884
4,6669
45,7983
10,5859
44,7083
5,6588
2,6354
2,6876
7,6741
7,7083
3,5931
1,6390
210,8370
4,6669
4,6489
143,9684
15,6705
7,6597
2,6705
1,5931
44,6615
8,6624
6,6894
4,7029
1,6489
58,7092
6,7128
5,6525
1,6201
44,7020
1,6309
3,6858
4,6264
21,6201
9,6309
4,6354
1,6507
4,6354
6,6507
96,7281
3,6669
9,7308
115,8019
6,7200
1,6507
1,6453
4,6390
44,6453
47,7425
5,7146
2,6669
1,6597
1,6498
45,7038
4,6444
48,6714
2,6534
88,7047
2,6687
3,6534
6,6615
3,6894
199,9738
1,6651
